,Churn,Tenure,WarehouseToHome,HourSpendOnApp,NumberOfDeviceRegistered,SatisfactionScore,NumberOfAddress,Complain,OrderAmountHikeFromlastYear,CouponUsed,OrderCount,DaySinceLastOrder,CashbackAmount,PreferredLoginDevice_Mobile Phone,CityTier_2,CityTier_3,PreferredPaymentMode_Credit Card,PreferredPaymentMode_Debit Card,PreferredPaymentMode_E wallet,PreferredPaymentMode_UPI,Gender_Male,PreferedOrderCat_Grocery,PreferedOrderCat_Laptop & Accessory,PreferedOrderCat_Mobile Phone,PreferedOrderCat_Others,MaritalStatus_Married,MaritalStatus_Single
570,1,0.0,6.0,2.0,4,3,6.0,0,11.0,1.0,11.0,7.0,206.08999999999997,1,0,1,0,1,0,0,1,0,0,0,0,0,0
571,0,18.0,10.0,2.0,3,4,2.0,0,12.0,1.0,1.0,8.0,144.47,0,0,0,0,1,0,0,1,0,1,0,0,0,0
572,0,5.0,26.0,2.0,3,2,2.0,0,15.0,0.0,1.0,2.0,121.57,0,0,1,0,0,0,0,0,0,0,1,0,0,0
573,0,8.0,24.0,2.0,3,3,2.0,0,16.0,1.0,1.0,0.0,146.01,1,0,1,1,0,0,0,0,0,1,0,0,0,0
574,0,25.0,6.0,3.0,3,2,3.0,0,15.0,2.0,7.0,8.0,270.99,1,0,0,0,1,0,0,1,1,0,0,0,0,0
575,1,20.0,13.0,2.0,3,3,5.0,0,24.0,1.0,1.0,0.0,124.78999999999999,1,0,0,0,0,0,0,1,0,0,1,0,0,1
576,0,26.0,8.0,2.0,3,3,7.0,0,13.0,2.0,4.0,2.0,248.51999999999998,1,0,1,1,0,0,0,1,1,0,0,0,1,0
577,0,3.0,14.0,3.0,3,3,6.0,0,11.0,4.0,7.0,7.0,172.64,1,0,1,0,0,0,1,1,0,0,0,0,1,0
578,0,11.0,16.0,2.0,3,2,2.0,1,13.0,0.0,1.0,3.0,156.66,0,0,1,0,0,0,0,0,0,1,0,0,0,1
579,0,8.0,9.0,3.0,3,2,7.0,0,13.0,0.0,1.0,8.0,178.23,1,0,1,0,1,0,0,1,0,0,0,0,1,0
580,0,12.0,8.0,2.0,1,3,1.0,0,18.0,1.0,1.0,7.0,178.8,1,0,1,0,1,0,0,1,0,0,0,0,0,1
581,1,3.0,30.0,3.0,1,4,5.0,1,16.0,1.0,4.0,0.0,231.94,0,0,1,0,1,0,0,0,1,0,0,0,0,1
582,0,20.0,22.0,3.0,1,3,2.0,1,19.0,0.0,2.0,7.0,150.67,0,0,0,1,0,0,0,1,0,1,0,0,1,0
583,0,9.0,14.0,2.0,3,2,5.0,0,13.0,1.0,1.0,7.0,150.79,0,0,1,0,0,0,0,1,0,1,0,0,1,0
584,1,0.0,13.0,2.0,4,5,1.0,1,22.0,1.0,1.0,2.0,123.21000000000001,0,0,0,1,0,0,0,1,0,0,1,0,0,1
585,0,6.0,23.0,2.0,3,3,2.0,0,11.0,2.0,6.0,0.0,274.44,0,0,1,0,1,0,0,1,1,0,0,0,0,1
586,1,0.0,13.0,3.0,4,5,7.0,1,20.0,1.0,1.0,0.0,124.03999999999999,1,0,0,0,1,0,0,0,0,0,1,0,0,1
587,0,6.0,19.0,2.0,3,2,4.0,0,18.0,1.0,1.0,2.0,134.52,1,0,0,0,1,0,0,0,0,0,1,0,0,1
588,0,5.0,6.0,3.0,3,2,4.0,0,14.0,0.0,1.0,2.0,122.69999999999999,1,0,0,1,0,0,0,0,0,0,1,0,1,0
589,0,23.0,6.0,3.0,3,2,10.0,0,22.0,2.0,1.0,3.0,273.99,1,0,0,1,0,0,0,1,1,0,0,0,1,0
590,0,6.0,6.0,2.0,1,4,2.0,1,13.0,0.0,1.0,2.0,154.88,0,0,0,0,0,0,1,0,0,1,0,0,0,0
591,0,14.0,15.0,3.0,3,3,3.0,0,14.0,1.0,1.0,11.0,294.19,0,0,0,1,0,0,0,1,0,0,0,1,1,0
592,0,0.0,22.0,3.0,3,4,10.0,0,14.0,2.0,2.0,2.0,128.11,1,0,0,0,0,0,0,0,0,0,1,0,0,0
593,0,18.0,29.0,2.0,3,5,2.0,1,15.0,1.0,1.0,8.0,136.33,0,0,0,0,1,0,0,1,0,1,0,0,0,0
594,0,20.0,10.0,2.0,3,2,2.0,1,17.0,1.0,1.0,7.0,141.63,1,0,1,0,1,0,0,0,0,1,0,0,0,1
595,1,5.0,28.0,2.0,3,3,5.0,1,11.0,0.0,1.0,1.0,121.32,1,0,0,0,1,0,0,0,0,0,1,0,0,0
596,0,23.0,30.0,3.0,3,3,4.0,1,18.0,0.0,4.0,5.0,239.73000000000002,1,0,0,0,1,0,0,1,1,0,0,0,0,0
597,0,11.0,16.0,3.0,3,3,1.0,0,17.0,0.0,1.0,2.0,126.84,0,0,0,1,0,0,0,1,0,0,1,0,0,0
598,0,19.0,13.0,3.0,3,3,7.0,0,13.0,0.0,1.0,7.0,208.45,1,0,0,1,0,0,0,1,0,0,0,0,1,0
599,0,0.0,23.0,2.0,4,3,2.0,0,15.0,2.0,3.0,2.0,143.77,1,0,0,1,0,0,0,0,0,1,0,0,1,0
600,1,0.0,20.0,2.0,4,4,2.0,1,24.0,1.0,1.0,2.0,137.43,1,0,0,0,0,0,1,1,0,0,1,0,1,0
601,0,4.0,6.0,3.0,3,5,2.0,0,12.0,1.0,1.0,3.0,141.48,0,0,0,0,1,0,0,0,0,1,0,0,0,0
602,0,0.0,11.0,3.0,3,2,2.0,0,15.0,1.0,1.0,0.0,110.50999999999999,0,0,0,0,1,0,0,1,0,0,1,0,0,1
603,0,27.0,23.0,2.0,3,3,9.0,0,11.0,1.0,1.0,8.0,207.39,1,0,0,0,0,0,0,0,0,0,0,0,0,0
604,0,8.0,31.0,2.0,3,3,2.0,1,11.0,2.0,10.0,1.0,203.88,1,0,0,1,0,0,0,0,0,0,0,0,1,0
605,0,3.0,14.0,3.0,1,5,1.0,1,12.0,0.0,1.0,7.0,214.16000000000003,1,0,0,0,1,0,0,0,0,0,0,0,0,0
606,1,0.0,13.0,3.0,4,5,2.0,1,15.0,0.0,1.0,0.0,126.0,1,0,0,1,0,0,0,0,0,0,1,0,0,1
607,1,0.0,13.0,2.0,3,4,1.0,0,17.0,0.0,1.0,2.0,124.22,0,0,0,1,0,0,0,0,0,0,1,0,0,1
608,0,0.0,8.0,2.0,1,2,2.0,0,12.0,1.0,1.0,3.0,154.72,1,0,0,1,0,0,0,1,0,1,0,0,0,0
609,0,0.0,13.0,3.0,5,5,2.0,0,15.0,1.0,1.0,1.0,124.50999999999999,1,0,0,0,1,0,0,1,0,0,1,0,0,0
610,0,21.0,12.0,3.0,4,3,3.0,0,13.0,0.0,2.0,2.0,142.4,1,0,0,0,1,0,0,1,0,1,0,0,0,1
611,0,21.0,10.0,3.0,4,3,8.0,0,14.0,1.0,4.0,7.0,209.99,1,0,0,0,1,0,0,1,0,0,0,0,0,1
612,0,14.0,13.0,2.0,3,3,7.0,0,14.0,1.0,2.0,1.0,150.03,1,0,0,1,0,0,0,0,0,1,0,0,0,1
613,0,12.0,6.0,3.0,4,2,2.0,0,16.0,0.0,11.0,7.0,227.42000000000002,1,0,0,0,1,0,0,0,1,0,0,0,0,0
614,0,0.0,8.0,2.0,3,2,1.0,0,18.0,0.0,2.0,2.0,142.27,1,0,0,0,1,0,0,0,0,1,0,0,0,0
615,0,8.0,16.0,2.0,3,2,2.0,0,20.0,1.0,1.0,2.0,139.17,1,0,0,0,0,0,1,1,0,0,1,0,1,0
616,0,15.0,11.0,2.0,3,3,7.0,0,13.0,2.0,1.0,0.0,283.03,1,0,1,0,0,1,0,1,0,0,0,1,0,0
617,0,23.0,13.0,3.0,3,2,5.0,0,18.0,1.0,1.0,0.0,123.80000000000001,1,0,0,0,1,0,0,1,0,0,1,0,0,0
618,0,30.0,8.0,3.0,4,2,4.0,1,13.0,0.0,4.0,3.0,237.26,1,0,0,0,1,0,0,0,1,0,0,0,0,1
619,1,0.0,17.0,3.0,5,4,6.0,0,15.0,1.0,1.0,0.0,147.77,1,0,0,1,0,0,0,0,0,1,0,0,0,0
620,0,28.0,24.0,3.0,3,4,4.0,1,14.0,6.0,6.0,7.0,163.85,0,0,0,1,0,0,0,1,0,1,0,0,0,0
621,0,14.0,13.0,2.0,5,3,2.0,0,14.0,1.0,5.0,10.0,299.73,0,0,0,0,1,0,0,0,0,0,0,1,1,0
622,0,11.0,9.0,2.0,3,2,9.0,1,12.0,1.0,1.0,0.0,168.61,1,0,1,0,1,0,0,1,0,1,0,0,0,1
623,1,0.0,35.0,3.0,5,5,9.0,0,18.0,0.0,2.0,2.0,149.69,0,0,1,1,0,0,0,1,0,1,0,0,0,1
624,1,15.0,8.0,2.0,5,2,2.0,0,14.0,5.0,6.0,9.0,298.45,1,0,1,0,0,1,0,0,0,0,0,1,0,0
625,0,17.0,34.0,2.0,1,2,4.0,1,18.0,1.0,4.0,11.0,233.2,1,0,1,1,0,0,0,0,1,0,0,0,0,0
626,0,23.0,6.0,3.0,3,3,1.0,0,12.0,1.0,1.0,13.0,163.47,0,0,1,0,1,0,0,0,0,1,0,0,0,0
627,1,0.0,22.0,3.0,1,5,2.0,0,16.0,9.0,14.0,14.0,127.43,1,0,0,0,1,0,0,0,0,0,1,0,0,1
628,0,12.0,28.0,2.0,3,5,2.0,1,13.0,1.0,2.0,8.0,208.8,0,0,0,1,0,0,0,0,0,0,0,0,0,1
629,0,6.0,13.0,2.0,4,2,1.0,0,19.0,2.0,2.0,2.0,123.41999999999999,0,0,1,0,1,0,0,0,0,0,1,0,0,1
630,0,18.0,17.0,2.0,3,2,4.0,0,13.0,2.0,1.0,1.0,276.5,1,0,1,0,1,0,0,0,1,0,0,0,0,0
631,0,5.0,35.0,3.0,3,3,10.0,0,12.0,5.0,7.0,7.0,140.25,0,0,0,1,0,0,0,0,0,0,1,0,0,1
632,0,7.0,6.0,3.0,1,2,1.0,0,11.0,1.0,1.0,9.0,197.25,1,0,1,0,0,1,0,1,0,1,0,0,1,0
633,0,30.0,6.0,3.0,3,2,4.0,1,14.0,0.0,1.0,7.0,219.04000000000002,1,0,1,0,0,0,0,1,0,0,0,0,0,0
634,0,1.0,30.0,2.0,3,4,2.0,0,16.0,0.0,1.0,4.0,121.77000000000001,1,1,0,1,0,0,0,1,0,0,1,0,0,1
635,0,26.0,8.0,2.0,4,4,3.0,0,12.0,0.0,6.0,12.0,175.25,0,0,1,0,0,1,0,0,0,0,0,0,0,0
636,1,0.0,21.0,2.0,3,3,8.0,0,14.0,0.0,1.0,0.0,148.34,1,0,0,0,0,0,1,1,0,1,0,0,1,0
637,1,5.0,8.0,2.0,3,5,7.0,1,14.0,1.0,1.0,2.0,120.41999999999999,0,0,0,0,1,0,0,1,0,0,1,0,0,0
638,0,5.0,16.0,2.0,3,3,2.0,1,19.0,0.0,1.0,0.0,122.19999999999999,1,0,1,0,1,0,0,0,0,0,1,0,0,0
639,0,1.0,16.0,3.0,3,4,2.0,0,22.0,1.0,1.0,0.0,110.52000000000001,1,0,1,1,0,0,0,1,0,0,1,0,0,0
640,0,11.0,9.0,3.0,3,3,4.0,0,16.0,2.0,2.0,2.0,128.21,0,0,0,0,0,0,1,1,0,0,1,0,0,0
641,0,23.0,8.0,3.0,3,3,3.0,1,14.0,7.0,7.0,7.0,292.37,1,0,0,1,0,0,0,1,0,0,0,1,0,0
642,0,10.0,9.0,2.0,3,4,4.0,0,15.0,1.0,1.0,1.0,141.07,1,0,0,0,0,0,1,0,0,1,0,0,0,1
643,0,13.0,32.0,3.0,3,5,2.0,0,14.0,5.0,7.0,5.0,183.96,1,0,1,0,0,1,0,1,0,1,0,0,0,0
644,0,5.0,6.0,3.0,4,3,2.0,0,13.0,1.0,1.0,3.0,120.07,0,0,0,1,0,0,0,0,0,0,1,0,1,0
645,0,19.0,6.0,2.0,3,2,10.0,0,14.0,1.0,2.0,2.0,296.27,1,0,0,1,0,0,0,1,0,0,0,1,1,0
646,0,27.0,8.0,2.0,4,3,7.0,0,11.0,6.0,7.0,0.0,206.86,1,0,1,0,1,0,0,0,0,0,0,0,0,0
647,0,29.0,15.0,3.0,3,3,3.0,0,19.0,0.0,1.0,3.0,129.42,0,0,0,1,0,0,0,0,0,0,1,0,0,0
648,0,9.0,18.0,2.0,4,2,1.0,0,11.0,5.0,7.0,8.0,188.58,1,0,0,1,0,0,0,0,0,0,0,0,0,1
649,0,28.0,8.0,2.0,4,5,8.0,0,15.0,2.0,6.0,2.0,267.56,0,0,0,1,0,0,0,1,1,0,0,0,0,1
650,0,16.0,31.0,3.0,4,2,6.0,0,13.0,1.0,2.0,0.0,234.0,1,0,1,1,0,0,0,1,0,0,0,0,1,0
651,1,0.0,13.0,2.0,3,2,2.0,1,14.0,0.0,1.0,2.0,123.22999999999999,0,0,1,0,0,1,0,0,0,0,1,0,0,1
652,1,1.0,16.0,2.0,4,5,2.0,0,13.0,1.0,1.0,0.0,114.16,1,0,0,0,1,0,0,0,0,0,1,0,0,1
653,0,19.0,14.0,3.0,4,5,9.0,1,23.0,1.0,1.0,7.0,146.15,1,0,0,0,1,0,0,0,0,1,0,0,1,0
654,1,14.0,13.0,2.0,3,3,10.0,1,12.0,1.0,2.0,7.0,124.61000000000001,1,0,0,0,1,0,0,1,0,0,1,0,0,0
655,1,0.0,30.0,3.0,4,5,2.0,0,12.0,0.0,1.0,9.0,187.22,0,0,0,0,0,0,0,1,0,0,0,0,0,1
656,0,0.0,6.0,2.0,4,5,2.0,0,16.0,0.0,1.0,3.0,139.55,1,0,0,1,0,0,0,1,0,0,1,0,0,0
657,0,3.0,26.0,2.0,3,5,1.0,0,15.0,1.0,1.0,2.0,199.57,1,0,0,0,0,0,1,1,0,1,0,0,0,0
658,0,14.0,13.0,2.0,1,3,2.0,0,13.0,1.0,1.0,8.0,133.76,1,0,0,0,0,0,0,0,0,0,1,0,0,0
659,0,11.0,23.0,3.0,4,3,1.0,0,18.0,0.0,1.0,9.0,188.23,1,0,0,0,1,0,0,0,0,0,0,0,0,0
660,0,13.0,26.0,3.0,3,2,5.0,0,20.0,4.0,11.0,1.0,203.22,1,0,0,0,0,0,0,1,0,0,0,0,0,0
661,0,0.0,14.0,2.0,5,3,2.0,0,19.0,1.0,1.0,2.0,146.21,0,0,0,0,1,0,0,1,0,0,1,0,0,0
662,0,28.0,8.0,3.0,3,4,4.0,0,18.0,1.0,1.0,7.0,209.76,0,0,0,0,1,0,0,1,0,0,0,0,0,0
663,0,1.0,16.0,2.0,3,3,4.0,0,13.0,1.0,1.0,7.0,136.6,1,0,0,0,0,0,1,0,0,1,0,0,0,1
664,1,7.0,6.0,3.0,4,5,10.0,0,14.0,2.0,3.0,6.0,204.82,1,1,0,1,0,0,0,1,0,0,0,0,0,0
665,0,6.0,11.0,2.0,4,2,5.0,0,15.0,0.0,1.0,2.0,171.19,1,0,0,0,1,0,0,1,0,0,0,0,1,0
666,1,0.0,10.0,2.0,3,5,1.0,1,22.0,3.0,4.0,7.0,195.82,1,0,1,0,0,0,0,1,0,0,0,0,0,1
667,1,0.0,35.0,2.0,4,3,2.0,0,22.0,3.0,3.0,8.0,145.08,0,0,0,1,0,0,0,0,0,1,0,0,0,1
668,0,5.0,21.0,2.0,3,3,2.0,0,16.0,2.0,2.0,2.0,122.07,1,0,0,0,1,0,0,1,0,0,1,0,1,0
669,0,7.0,9.0,2.0,3,2,1.0,0,17.0,1.0,1.0,4.0,177.56,0,0,0,0,1,0,0,1,0,1,0,0,0,1
670,0,10.0,16.0,2.0,4,2,3.0,1,14.0,0.0,1.0,0.0,166.94,1,0,1,0,1,0,0,0,0,1,0,0,1,0
671,1,0.0,10.0,2.0,3,2,2.0,1,15.0,5.0,5.0,6.0,136.91,1,0,0,0,0,0,0,1,0,0,1,0,0,0
672,1,0.0,13.0,2.0,3,3,2.0,0,20.0,1.0,1.0,0.0,123.77000000000001,1,0,0,1,0,0,0,1,0,0,1,0,1,0
673,1,1.0,31.0,2.0,4,4,5.0,1,20.0,0.0,2.0,2.0,123.13,1,0,0,1,0,0,0,1,0,0,1,0,0,1
674,0,15.0,8.0,2.0,3,5,1.0,0,17.0,2.0,13.0,7.0,276.65,1,0,0,1,0,0,0,1,1,0,0,0,0,0
675,1,0.0,13.0,2.0,4,4,2.0,0,15.0,0.0,1.0,0.0,125.96000000000001,0,0,0,1,0,0,0,1,0,0,1,0,1,0
676,1,13.0,6.0,2.0,3,3,4.0,1,14.0,0.0,1.0,0.0,147.28,0,0,1,0,0,0,1,1,0,1,0,0,0,1
677,0,6.0,13.0,1.0,3,4,1.0,0,17.0,1.0,1.0,2.0,143.02,0,0,1,0,1,0,0,0,0,1,0,0,0,0
678,0,7.0,9.0,3.0,4,2,4.0,0,17.0,1.0,1.0,0.0,129.79,0,0,0,0,1,0,0,1,0,0,1,0,0,0
679,0,21.0,6.0,2.0,1,2,3.0,0,22.0,2.0,2.0,1.0,268.85,0,0,0,1,0,0,0,1,1,0,0,0,0,1
680,0,18.0,15.0,3.0,4,3,2.0,0,13.0,0.0,4.0,12.0,155.93,0,0,1,0,1,0,0,0,0,1,0,0,0,0
681,0,25.0,13.0,2.0,3,4,8.0,0,19.0,3.0,4.0,0.0,204.45,1,0,0,0,1,0,0,1,0,0,0,0,0,1
682,0,11.0,16.0,3.0,4,3,1.0,1,14.0,2.0,2.0,7.0,187.4,1,0,1,0,0,1,0,1,0,0,0,0,1,0
683,0,2.0,13.0,3.0,3,2,5.0,0,22.0,0.0,1.0,7.0,125.13999999999999,1,0,0,0,1,0,0,0,0,0,1,0,1,0
684,0,1.0,9.0,3.0,3,4,1.0,0,17.0,0.0,1.0,7.0,176.55,1,0,0,1,0,0,0,0,0,0,0,0,1,0
685,0,19.0,9.0,2.0,3,3,4.0,0,12.0,2.0,4.0,9.0,274.65,1,0,1,0,0,1,0,1,1,0,0,0,0,0
686,0,11.0,8.0,2.0,3,4,8.0,0,16.0,1.0,1.0,0.0,173.51,1,0,1,0,0,1,0,1,0,0,0,0,0,1
687,0,16.0,33.0,2.0,3,5,9.0,0,11.0,0.0,1.0,1.0,208.2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
688,1,2.0,8.0,2.0,3,2,8.0,0,11.0,7.0,11.0,7.0,221.69,0,0,0,0,1,0,0,1,1,0,0,0,1,0
689,0,13.0,20.0,2.0,4,3,2.0,0,14.0,4.0,4.0,9.0,296.26,1,0,0,1,0,0,0,1,0,0,0,1,0,1
690,0,1.0,6.0,3.0,4,4,2.0,1,11.0,0.0,2.0,2.0,120.69999999999999,1,0,0,0,0,0,0,0,0,0,1,0,0,1
691,0,12.0,15.0,3.0,3,4,12.0,0,15.0,1.0,1.0,3.0,167.82,0,0,0,0,1,0,0,1,0,1,0,0,0,1
692,0,9.0,24.0,3.0,3,2,3.0,0,20.0,1.0,1.0,9.0,177.79,0,0,0,0,1,0,0,1,0,1,0,0,0,1
693,0,4.0,26.0,3.0,1,2,1.0,0,12.0,1.0,2.0,2.0,127.91,0,0,1,0,1,0,0,1,0,0,1,0,0,0
694,0,1.0,8.0,3.0,4,4,1.0,0,17.0,0.0,1.0,4.0,132.01,1,0,0,0,1,0,0,1,0,0,1,0,0,0
695,0,8.0,17.0,2.0,3,2,2.0,0,11.0,0.0,1.0,2.0,149.68,0,0,1,0,0,1,0,1,0,1,0,0,1,0
696,0,22.0,14.0,2.0,4,4,7.0,0,17.0,1.0,2.0,7.0,231.2,1,0,1,0,0,0,0,1,1,0,0,0,0,0
697,0,7.0,8.0,3.0,3,3,3.0,0,11.0,1.0,1.0,2.0,140.33,0,0,0,0,1,0,0,1,0,1,0,0,0,1
698,0,2.0,16.0,3.0,3,4,1.0,0,14.0,1.0,1.0,1.0,132.91,0,0,0,0,1,0,0,0,0,0,1,0,1,0
699,0,15.0,35.0,2.0,5,2,5.0,0,19.0,1.0,1.0,0.0,142.72,1,0,0,1,0,0,0,1,0,1,0,0,0,1
700,0,2.0,14.0,3.0,4,2,2.0,1,13.0,0.0,1.0,2.0,150.56,1,0,0,1,0,0,0,1,0,1,0,0,0,0
701,0,11.0,6.0,3.0,1,3,2.0,0,13.0,1.0,5.0,0.0,128.44,1,1,0,0,0,0,1,1,0,0,1,0,0,0
702,0,4.0,12.0,3.0,4,3,2.0,1,14.0,1.0,1.0,2.0,127.03,0,0,0,0,1,0,0,1,0,0,1,0,1,0
703,1,1.0,14.0,3.0,3,3,2.0,0,12.0,0.0,1.0,0.0,119.03999999999999,0,0,0,1,0,0,0,1,0,0,1,0,0,1
704,1,0.0,15.0,3.0,3,5,1.0,1,17.0,0.0,1.0,3.0,182.24,1,0,1,0,0,1,0,0,0,1,0,0,0,1
705,0,14.0,18.0,2.0,3,2,4.0,1,11.0,1.0,1.0,0.0,147.66,1,0,0,0,1,0,0,1,0,0,1,0,0,0
706,1,0.0,13.0,3.0,3,3,2.0,0,12.0,2.0,2.0,2.0,126.1,0,0,0,1,0,0,0,1,0,0,1,0,0,0
707,0,10.0,31.0,2.0,4,2,8.0,0,13.0,0.0,1.0,3.0,157.31,1,0,0,1,0,0,0,0,0,1,0,0,1,0
708,0,0.0,13.0,2.0,4,3,2.0,0,13.0,2.0,2.0,2.0,125.38999999999999,1,0,0,0,1,0,0,1,0,0,1,0,0,0
709,0,7.0,15.0,3.0,3,3,2.0,0,20.0,1.0,1.0,3.0,157.14,1,0,1,0,1,0,0,0,0,1,0,0,0,0
710,0,8.0,14.0,3.0,3,3,2.0,0,17.0,0.0,1.0,4.0,143.23,1,1,0,0,0,0,0,1,0,0,1,0,0,1
711,1,0.0,29.0,2.0,4,5,2.0,0,13.0,0.0,3.0,10.0,173.36,1,0,1,0,1,0,0,0,0,0,0,0,0,0
712,0,13.0,15.0,2.0,3,3,10.0,0,17.0,0.0,2.0,13.0,234.99,0,0,0,1,0,0,0,0,0,0,0,0,0,1
713,1,5.0,18.0,2.0,3,5,1.0,1,12.0,7.0,4.0,14.0,237.57999999999998,0,0,1,0,1,0,0,1,1,0,0,0,0,1
714,0,15.0,10.0,2.0,3,5,8.0,0,13.0,1.0,1.0,5.0,151.55,1,0,1,0,0,1,0,1,0,1,0,0,0,1
715,0,5.0,6.0,2.0,4,3,7.0,0,12.0,1.0,1.0,7.0,122.58000000000001,1,0,0,1,0,0,0,1,0,0,1,0,0,0
716,0,0.0,30.0,2.0,3,4,9.0,0,22.0,1.0,1.0,2.0,135.97,1,0,0,1,0,0,0,1,0,0,1,0,0,1
717,1,0.0,13.0,3.0,3,2,2.0,1,11.0,1.0,1.0,0.0,125.15,1,0,0,0,1,0,0,0,0,0,1,0,0,0
718,0,0.0,9.0,2.0,1,2,2.0,0,22.0,1.0,1.0,7.0,144.2,1,0,0,1,0,0,0,1,0,0,1,0,0,0
719,0,3.0,16.0,3.0,4,3,2.0,0,18.0,1.0,1.0,4.0,165.78,1,0,1,0,0,1,0,1,0,1,0,0,0,0
720,0,13.0,32.0,3.0,4,2,4.0,1,13.0,1.0,1.0,0.0,144.22,0,0,0,1,0,0,0,0,0,1,0,0,0,0
721,0,8.0,8.0,2.0,4,4,3.0,0,18.0,6.0,6.0,4.0,202.74,1,0,0,0,1,0,0,1,0,0,0,0,1,0
722,0,7.0,6.0,3.0,4,5,1.0,0,20.0,1.0,4.0,9.0,153.43,0,0,0,1,0,0,0,1,0,1,0,0,0,1
723,0,8.0,13.0,2.0,4,2,2.0,0,13.0,2.0,2.0,2.0,123.75999999999999,0,0,0,0,0,0,1,1,0,0,1,0,0,0
724,1,6.0,15.0,2.0,5,3,9.0,0,13.0,1.0,1.0,3.0,153.46,1,0,1,0,0,1,0,0,0,1,0,0,0,1
725,0,5.0,8.0,3.0,3,5,2.0,0,12.0,0.0,1.0,0.0,128.27,0,0,1,0,1,0,0,0,0,0,1,0,1,0
726,0,29.0,10.0,3.0,3,5,5.0,0,14.0,0.0,4.0,2.0,299.43,1,0,0,0,0,0,0,0,0,0,0,1,1,0
727,0,2.0,12.0,3.0,3,2,2.0,0,13.0,0.0,1.0,8.0,131.31,1,0,0,1,0,0,0,0,0,0,1,0,0,0
728,0,0.0,13.0,2.0,3,5,2.0,0,25.0,0.0,1.0,0.0,125.52000000000001,1,0,0,0,1,0,0,1,0,0,1,0,0,1
729,0,18.0,13.0,2.0,3,3,5.0,1,19.0,1.0,1.0,2.0,144.77,1,0,0,1,0,0,0,0,0,0,1,0,0,0
730,0,10.0,6.0,2.0,4,2,2.0,0,13.0,3.0,3.0,11.0,164.74,1,0,0,0,1,0,0,0,0,1,0,0,0,0
731,0,0.0,9.0,3.0,4,3,2.0,0,12.0,0.0,1.0,2.0,130.33,1,0,0,0,1,0,0,1,0,0,1,0,0,1
732,1,7.0,16.0,3.0,3,3,2.0,1,11.0,1.0,1.0,2.0,129.36,1,0,0,0,1,0,0,1,0,0,1,0,0,1
733,0,26.0,13.0,2.0,3,3,4.0,0,18.0,2.0,4.0,7.0,286.06,1,0,0,1,0,0,0,0,0,0,0,1,1,0
734,0,5.0,21.0,3.0,5,2,1.0,1,18.0,1.0,1.0,3.0,121.68,1,0,0,0,1,0,0,0,0,0,1,0,0,0
735,1,0.0,9.0,3.0,4,2,1.0,1,11.0,0.0,1.0,0.0,128.53,0,0,0,0,1,0,0,1,0,0,1,0,0,0
736,0,19.0,8.0,3.0,3,5,9.0,0,23.0,2.0,14.0,9.0,270.48,1,0,1,0,0,1,0,0,1,0,0,0,0,0
737,0,1.0,23.0,3.0,5,3,3.0,0,13.0,1.0,1.0,0.0,122.9,0,0,0,0,1,0,0,1,0,0,1,0,0,1
738,0,6.0,8.0,2.0,3,3,2.0,0,13.0,0.0,1.0,4.0,136.0,1,1,0,0,0,0,1,1,0,0,1,0,0,0
739,1,5.0,11.0,3.0,4,5,7.0,0,17.0,1.0,1.0,0.0,121.07,0,0,0,0,1,0,0,1,0,0,1,0,1,0
740,0,3.0,35.0,3.0,3,5,9.0,0,19.0,1.0,1.0,3.0,141.15,1,0,1,0,1,0,0,1,0,1,0,0,1,0
741,0,13.0,8.0,3.0,3,4,6.0,0,12.0,1.0,1.0,0.0,143.27,0,0,1,1,0,0,0,1,0,1,0,0,0,0
742,0,23.0,8.0,1.0,3,5,3.0,0,22.0,2.0,2.0,2.0,278.56,0,0,0,1,0,0,0,0,1,0,0,0,0,0
743,0,1.0,25.0,3.0,4,5,2.0,0,12.0,1.0,3.0,3.0,131.96,1,0,0,1,0,0,0,1,0,0,1,0,0,0
744,0,19.0,21.0,2.0,3,4,6.0,0,11.0,2.0,1.0,3.0,290.81,1,0,0,0,1,0,0,1,0,0,0,1,0,0
745,0,8.0,23.0,3.0,3,5,4.0,1,15.0,1.0,1.0,7.0,189.66,1,0,1,0,1,0,0,1,0,1,0,0,0,0
746,1,5.0,23.0,3.0,3,4,2.0,0,13.0,0.0,1.0,0.0,122.1,1,0,0,0,1,0,0,0,0,0,1,0,0,0
747,0,6.0,31.0,2.0,3,3,2.0,0,12.0,0.0,1.0,1.0,145.39,0,0,1,1,0,0,0,0,0,1,0,0,0,0
748,0,9.0,12.0,3.0,5,3,2.0,0,14.0,0.0,1.0,7.0,127.41,1,0,0,0,1,0,0,1,0,0,1,0,1,0
749,0,3.0,13.0,2.0,3,3,2.0,0,13.0,8.0,8.0,9.0,134.91,1,0,0,0,1,0,0,1,0,1,0,0,1,0
750,0,17.0,35.0,2.0,3,2,2.0,0,25.0,1.0,1.0,17.0,145.41,1,0,0,0,0,0,1,1,0,1,0,0,0,1
751,0,0.0,27.0,3.0,1,2,2.0,0,17.0,0.0,2.0,2.0,126.78,1,0,1,0,0,1,0,1,0,0,1,0,0,1
752,0,19.0,8.0,2.0,3,2,3.0,0,11.0,1.0,1.0,4.0,173.79,1,0,0,0,0,0,0,1,0,1,0,0,1,0
